aX,aY,aZ,gX,gY,gZ,,aX,aY,aZ,gX,gY,gZ
-0.458,-0.325,1.76,-106.689,18.555,-33.691,,,,,,,
-0.474,-0.369,1.682,-76.965,20.508,-21.24,,,,,,,
-0.468,-0.367,1.572,-45.898,15.686,-9.949,,,,,,,
-0.46,-0.326,1.397,-22.095,7.935,-1.77,,,,,,,
-0.431,-0.318,1.215,-7.69,0.488,3.967,,,,,,,
-0.391,-0.337,1.047,0.732,-5.554,7.935,,,,,,,
-0.367,-0.352,0.91,5.31,-11.597,10.376,,,,,,,
-0.35,-0.373,0.822,6.775,-16.907,11.414,,,,,,,
-0.332,-0.419,0.766,5.493,-20.935,10.315,,,,,,,
-0.297,-0.464,0.685,3.174,-22.705,8.728,,,,,,,
-0.279,-0.468,0.667,2.93,-23.621,7.935,,,,,,,
-0.267,-0.482,0.655,2.136,-22.034,5.859,,,,,,,
-0.26,-0.492,0.653,0,-17.761,3.296,,,,,,,
-0.269,-0.498,0.701,-0.488,-12.329,0.366,,,,,,,
-0.293,-0.497,0.74,0.061,-5.737,-1.587,,,,,,,
-0.312,-0.476,0.76,1.77,1.587,-2.258,,,,,,,
-0.332,-0.461,0.792,3.113,8.118,-3.174,,,,,,,
-0.339,-0.447,0.801,2.686,12.939,-4.7,,,,,,,
-0.356,-0.448,0.808,1.404,15.686,-5.981,,,,,,,
-0.377,-0.446,0.821,0.916,16.296,-6.409,,,,,,,
-0.399,-0.454,0.841,0.854,13.367,-5.371,,,,,,,
-0.409,-0.476,0.858,1.221,7.324,-3.357,,,,,,,
-0.415,-0.489,0.868,2.808,0.61,-0.549,,,,,,,
-0.391,-0.486,0.828,4.517,-3.357,2.747,,,,,,,
-0.37,-0.47,0.827,6.592,-6.287,4.7,,,,,,,
-0.348,-0.471,0.804,6.409,-5.92,5.005,,,,,,,
-0.342,-0.478,0.791,6.165,-1.831,4.761,,,,,,,
-0.346,-0.474,0.801,7.69,3.662,3.723,,,,,,,
-0.354,-0.471,0.798,8.362,7.629,1.953,,,,,,,
-0.359,-0.471,0.789,7.996,9.705,0.427,,,,,,,
-0.365,-0.477,0.79,7.324,10.62,-0.183,,,,,,,
-0.364,-0.485,0.791,6.714,9.949,0.122,,,,,,,
-0.354,-0.493,0.793,6.592,8.85,0.854,,,,,,,
-0.349,-0.508,0.793,7.446,7.935,2.075,,,,,,,
-0.343,-0.51,0.781,9.277,8.667,3.845,,,,,,,
-0.341,-0.494,0.771,11.78,8.972,5.554,,,,,,,
-0.335,-0.48,0.782,13.245,7.019,6.409,,,,,,,
-0.334,-0.474,0.773,12.085,4.15,6.714,,,,,,,
-0.319,-0.481,0.781,10.071,0.61,5.859,,,,,,,
-0.31,-0.49,0.778,8.423,-1.953,4.395,,,,,,,
-0.296,-0.502,0.78,7.446,-2.014,2.869,,,,,,,
-0.294,-0.514,0.783,7.751,-0.122,1.282,,,,,,,
-0.306,-0.526,0.772,9.46,4.089,0.305,,,,,,,
-0.318,-0.519,0.769,11.841,8.179,0.366,,,,,,,
-0.339,-0.526,0.781,13.733,10.193,0.671,,,,,,,
-0.346,-0.528,0.783,14.648,10.376,1.526,,,,,,,
-0.353,-0.518,0.782,15.198,7.568,2.258,,,,,,,
-0.343,-0.505,0.784,14.648,3.845,2.808,,,,,,,
-0.334,-0.499,0.781,12.573,0.671,3.418,,,,,,,
-0.322,-0.508,0.784,9.827,-1.282,2.808,,,,,,,
-0.317,-0.519,0.789,8.118,-1.526,1.282,,,,,,,
-0.313,-0.526,0.796,8.057,-0.122,0.305,,,,,,,
-0.313,-0.533,0.787,8.972,2.075,-0.183,,,,,,,
-0.312,-0.532,0.784,10.193,4.578,-0.427,,,,,,,
-0.307,-0.536,0.786,11.658,7.324,-0.244,,,,,,,
-0.31,-0.531,0.781,12.573,9.216,-0.122,,,,,,,
-0.312,-0.523,0.77,12.756,10.681,0.488,,,,,,,
-0.318,-0.524,0.773,12.756,10.62,1.343,,,,,,,
-0.328,-0.519,0.77,12.024,7.812,1.831,,,,,,,
-0.31,-0.533,0.794,10.559,3.235,2.014,,,,,,,
-0.317,-0.524,0.789,9.155,-0.977,2.319,,,,,,,
-0.317,-0.523,0.783,8.545,-4.517,2.38,,,,,,,
-0.309,-0.525,0.8,8.057,-6.287,2.014,,,,,,,
-0.296,-0.533,0.752,7.385,-5.127,1.587,,,,,,,
-0.297,-0.539,0.771,9.277,-4.517,1.16,,,,,,,
-0.297,-0.542,0.77,10.803,-1.953,1.282,,,,,,,
-0.296,-0.547,0.767,12.146,1.465,1.892,,,,,,,
-0.166,0.66,-1.977,-127.136,-85.876,-26.794,,,,,,,
-0.11,0.75,-2.024,-158.142,-93.445,-32.715,,,,,,,
-0.088,0.817,-1.998,-190.247,-95.337,-38.269,,,,,,,
-0.055,0.828,-1.947,-219.543,-90.637,-42.847,,,,,,,
-0.048,0.804,-1.901,-244.568,-82.886,-46.265,,,,,,,
-0.021,0.748,-1.857,-266.296,-77.087,-46.814,,,,,,,
0.022,0.676,-1.773,-284.302,-74.219,-47.485,,,,,,,
0.074,0.57,-1.663,-300.903,-71.35,-51.636,,,,,,,
0.096,0.466,-1.557,-316.284,-61.218,-56.458,,,,,,,
0.096,0.405,-1.433,-326.599,-42.786,-59.57,,,,,,,
0.065,0.367,-1.333,-332.092,-20.996,-62.134,,,,,,,
0.015,0.347,-1.272,-335.51,-3.967,-63.904,,,,,,,
-0.031,0.318,-1.166,-340.515,5.798,-66.284,,,,,,,
-0.083,0.229,-1.01,-350.037,14.099,-69.214,,,,,,,
-0.142,0.135,-0.866,-358.948,28.992,-68.909,,,,,,,
-0.177,0.025,-0.697,-358.459,48.889,-64.087,,,,,,,
-0.208,-0.09,-0.551,-349.06,68.298,-53.772,,,,,,,
-0.243,-0.159,-0.484,-336.426,78.43,-41.504,,,,,,,
-0.257,-0.198,-0.408,-322.876,70.496,-30.396,,,,,,,
-0.248,-0.241,-0.338,-313.843,46.143,-21.973,,,,,,,
-0.205,-0.268,-0.33,-314.026,15.686,-20.508,,,,,,,
-0.12,-0.274,-0.291,-316.65,-10.254,-26.123,,,,,,,
-0.046,-0.301,-0.227,-318.909,-22.644,-33.63,,,,,,,
-0.036,-0.305,-0.205,-319.031,-19.836,-37.537,,,,,,,
-0.026,-0.305,-0.133,-314.27,-9.399,-39.063,,,,,,,
-0.044,-0.344,-0.037,-309.143,6.287,-37.903,,,,,,,
-0.062,-0.378,0.014,-303.711,27.771,-34.424,,,,,,,
-0.1,-0.393,0.093,-291.992,42.847,-33.386,,,,,,,
-0.112,-0.362,0.142,-279.053,49.744,-35.095,,,,,,,
-0.118,-0.328,0.207,-270.996,52.063,-37.17,,,,,,,
-0.141,-0.276,0.27,-269.409,54.871,-40.405,,,,,,,
-0.145,-0.256,0.363,-271.79,57.8,-43.762,,,,,,,
-0.162,-0.258,0.493,-274.048,59.326,-43.64,,,,,,,
-0.2,-0.261,0.605,-273.437,65.552,-36.621,,,,,,,
-0.186,-0.277,0.697,-269.165,74.097,-29.175,,,,,,,
-0.227,-0.296,0.808,-261.658,71.777,-24.475,,,,,,,
-0.234,-0.355,0.882,-253.235,66.65,-22.339,,,,,,,
-0.276,-0.368,0.948,-242.065,60.486,-18.677,,,,,,,
-0.293,-0.369,1.035,-227.844,49.561,-16.663,,,,,,,
-0.302,-0.352,1.044,-217.468,35.828,-15.869,,,,,,,
-0.319,-0.345,1.084,-208.923,20.142,-14.587,,,,,,,
-0.337,-0.343,1.111,-200.195,8.423,-12.573,,,,,,,
-0.34,-0.348,1.164,-192.81,2.441,-11.169,,,,,,,
-0.294,-0.348,1.182,-186.035,0.793,-11.902,,,,,,,
-0.275,-0.331,1.28,-177.734,1.892,-12.878,,,,,,,
-0.263,-0.295,1.41,-169.861,12.939,-13.611,,,,,,,
-0.249,-0.263,1.591,-163.757,32.654,-15.137,,,,,,,
-0.251,-0.315,1.78,-155.64,49.438,-20.02,,,,,,,
-0.254,-0.366,1.893,-142.456,58.533,-24.597,,,,,,,
-0.261,-0.409,1.967,-121.094,55.603,-26.184,,,,,,,
-0.271,-0.462,1.957,-94.971,41.626,-23.804,,,,,,,
-0.242,-0.522,1.819,-67.017,23.437,-18.616,,,,,,,
-0.21,-0.541,1.624,-37.964,6.165,-11.475,,,,,,,
-0.16,-0.546,1.399,-12.268,-6.409,-4.089,,,,,,,
-0.124,-0.546,1.152,5.737,-15.381,0.671,,,,,,,
-0.1,-0.551,0.918,16.357,-21.545,1.709,,,,,,,
-0.109,-0.577,0.737,22.217,-26.489,-0.549,,,,,,,
-0.13,-0.606,0.615,22.583,-27.588,-4.822,,,,,,,
-0.142,-0.636,0.5,18.066,-21.973,-10.681,,,,,,,
-0.169,-0.677,0.462,13.855,-15.198,-16.602,,,,,,,
-0.194,-0.712,0.443,10.864,-8.484,-20.874,,,,,,,
-0.235,-0.745,0.461,9.277,-2.686,-20.569,,,,,,,
-0.27,-0.746,0.487,9.766,1.77,-15.015,,,,,,,
-0.312,-0.734,0.542,10.864,0.854,-7.385,,,,,,,
-0.332,-0.713,0.596,10.315,-5.981,-3.174,,,,,,,
-0.342,-0.693,0.651,8.606,-14.771,-0.977,,,,,,,
-0.343,-0.677,0.691,7.629,-20.508,1.587,,,,,,,
-0.328,-0.648,0.697,6.47,-21.606,3.479,,,,,,,
-0.305,-0.644,0.695,4.089,-18.738,3.174,,,,,,,
-0.278,-0.659,0.705,1.709,-12.817,1.343,,,,,,,
-0.263,-0.687,0.72,1.099,-4.517,-0.977,,,,,,,
-0.264,-0.704,0.724,3.54,3.784,-2.197,,,,,,,
-0.257,-0.708,0.729,7.69,10.62,-1.953,,,,,,,
-0.268,-0.697,0.716,11.292,13.367,-0.793,,,,,,,
-0.273,-0.692,0.703,13.55,12.329,0.61,,,,,,,
-0.282,-0.686,0.685,14.404,8.118,2.502,,,,,,,
-0.279,-0.683,0.669,13.733,2.991,4.822,,,,,,,
-0.27,-0.678,0.653,11.963,-1.892,5.371,,,,,,,
-0.257,-0.681,0.63,9.399,-3.784,4.211,,,,,,,
-0.248,-0.687,0.623,7.141,-3.235,2.38,,,,,,,
-0.242,-0.701,0.623,5.188,-1.038,0.366,,,,,,,
-0.239,-0.706,0.616,4.395,2.136,-1.953,,,,,,,
-0.247,-0.709,0.627,4.639,5.249,-3.662,,,,,,,
-0.259,-0.711,0.636,5.249,7.324,-4.395,,,,,,,
-0.273,-0.705,0.648,6.104,7.568,-4.333,,,,,,,
-0.286,-0.7,0.656,7.019,5.798,-2.747,,,,,,,
-0.295,-0.695,0.664,6.958,2.075,-0.366,,,,,,,
-0.293,-0.696,0.666,6.409,-2.686,1.282,,,,,,,
-0.291,-0.687,0.66,5.737,-6.531,1.343,,,,,,,
-0.286,-0.679,0.652,5.066,-8.972,1.465,,,,,,,
-0.287,-0.681,0.64,3.784,-9.521,1.343,,,,,,,
-0.282,-0.683,0.639,2.502,-7.812,0.61,,,,,,,
-0.286,-0.694,0.642,1.892,-5.615,-0.366,,,,,,,
-0.289,-0.704,0.641,2.258,-2.869,-0.977,,,,,,,
-0.289,-0.708,0.651,3.723,0.977,-0.977,,,,,,,
-0.291,-0.708,0.658,5.615,4.578,-0.366,,,,,,,
-0.286,-0.703,0.675,7.324,5.981,0,,,,,,,
-0.287,-0.695,0.677,8.606,5.554,1.282,,,,,,,
-0.285,-0.691,0.688,9.521,3.906,2.869,,,,,,,
-0.284,-0.683,0.688,10.254,0.793,3.845,,,,,,,
-0.283,-0.682,0.687,10.742,-2.258,4.639,,,,,,,
-0.277,-0.674,0.673,10.864,-5.554,4.944,,,,,,,
-0.267,-0.674,0.654,9.583,-8.423,4.395,,,,,,,
-0.253,-0.684,0.64,7.629,-9.277,2.93,,,,,,,
-0.247,-0.705,0.625,6.409,-7.996,1.526,,,,,,,
-0.239,-0.731,0.61,6.714,-5.188,0.61,,,,,,,
-0.233,-0.743,0.604,8.362,-1.892,1.038,,,,,,,
-0.225,-0.747,0.596,10.315,1.648,1.16,,,,,,,
-0.23,-0.751,0.595,12.268,5.005,0.916,,,,,,,
-0.252,-0.743,0.602,14.038,8.362,1.282,,,,,,,
-0.275,-0.737,0.614,15.503,9.338,2.197,,,,,,,
-0.287,-0.721,0.618,14.526,7.08,2.747,,,,,,,
-0.291,-0.706,0.627,12.085,2.93,3.235,,,,,,,
-0.286,-0.704,0.626,8.118,-0.671,3.174,,,,,,,
-0.27,-0.719,0.619,3.723,-2.502,2.808,,,,,,,
-0.255,-0.741,0.625,0.61,-2.991,1.77,,,,,,,
-0.244,-0.752,0.631,-0.549,-1.709,1.16,,,,,,,
-0.24,-0.755,0.635,0.122,0.793,0.916,,,,,,,
-0.254,-0.749,0.632,1.709,4.272,1.16,,,,,,,
-0.181,0.761,-1.817,-158.752,-71.777,-25.879,,,,,,,
-0.161,0.824,-1.859,-186.035,-87.28,-30.029,,,,,,,
-0.101,0.843,-1.914,-213.684,-98.694,-30.212,,,,,,,
-0.014,0.762,-1.959,-238.342,-108.093,-29.053,,,,,,,
0.118,0.622,-1.966,-261.658,-112.793,-32.227,,,,,,,
0.173,0.523,-1.911,-283.997,-107.91,-39.551,,,,,,,
0.203,0.484,-1.815,-302.307,-87.585,-49.255,,,,,,,
0.181,0.463,-1.738,-315.674,-55.054,-57.983,,,,,,,
0.137,0.45,-1.678,-325.195,-24.17,-64.819,,,,,,,
0.066,0.428,-1.639,-335.449,-4.761,-71.777,,,,,,,
-0.024,0.381,-1.545,-347.961,6.165,-76.904,,,,,,,
-0.089,0.281,-1.413,-363.159,17.761,-79.346,,,,,,,
-0.142,0.148,-1.245,-376.343,25.94,-78.308,,,,,,,
-0.148,-0.014,-1.056,-383.85,34.18,-72.815,,,,,,,
-0.148,-0.155,-0.874,-384.216,47.302,-63.599,,,,,,,
-0.153,-0.24,-0.711,-375.366,64.331,-53.955,,,,,,,
-0.171,-0.273,-0.528,-359.924,79.895,-46.326,,,,,,,
-0.185,-0.277,-0.39,-348.022,88.867,-40.771,,,,,,,
-0.207,-0.277,-0.267,-344.482,87.097,-37.415,,,,,,,
-0.198,-0.305,-0.134,-345.703,73.975,-36.987,,,,,,,
-0.188,-0.322,-0.006,-346.191,53.223,-36.438,,,,,,,
-0.156,-0.351,0.084,-345.215,34.18,-34.546,,,,,,,
-0.105,-0.375,0.16,-341.614,19.47,-32.471,,,,,,,
-0.092,-0.405,0.234,-333.801,8.911,-31.006,,,,,,,
-0.1,-0.408,0.296,-320.435,7.08,-28.625,,,,,,,
-0.118,-0.38,0.378,-304.749,11.78,-26.367,,,,,,,
-0.139,-0.337,0.436,-292.297,18.433,-24.536,,,,,,,
-0.155,-0.281,0.496,-285.645,26.733,-24.902,,,,,,,
-0.172,-0.246,0.582,-282.776,36.743,-26.367,,,,,,,
-0.206,-0.245,0.682,-281.555,49.316,-27.283,,,,,,,
-0.247,-0.279,0.81,-275.269,59.509,-25.391,,,,,,,
-0.274,-0.298,0.9,-264.282,61.157,-19.714,,,,,,,
-0.278,-0.307,0.976,-251.038,49.133,-12.146,,,,,,,
-0.266,-0.327,0.997,-238.037,28.625,-4.333,,,,,,,
-0.243,-0.339,1.007,-224.121,8.911,3.357,,,,,,,
-0.224,-0.355,1.012,-208.252,-2.502,9.888,,,,,,,
-0.21,-0.353,1.026,-193.054,-5.798,13.794,,,,,,,
-0.207,-0.337,1.002,-182.373,-7.385,12.817,,,,,,,
-0.199,-0.334,0.995,-175.476,-7.996,9.46,,,,,,,
-0.181,-0.341,0.98,-170.471,-7.202,6.47,,,,,,,
-0.159,-0.365,0.956,-167.786,-4.639,2.38,,,,,,,
-0.151,-0.392,0.962,-164.795,-1.953,-2.991,,,,,,,
-0.154,-0.415,0.993,-160.095,1.587,-7.019,,,,,,,
-0.167,-0.44,1.03,-153.687,3.113,-10.315,,,,,,,
-0.193,-0.452,1.059,-146.301,1.892,-13.062,,,,,,,
-0.219,-0.424,1.098,-137.939,0.549,-14.16,,,,,,,
-0.252,-0.416,1.183,-129.761,-1.282,-14.465,,,,,,,
-0.245,-0.404,1.21,-122.986,-2.38,-12.634,,,,,,,
-0.234,-0.411,1.247,-115.051,-4.944,-9.338,,,,,,,
-0.207,-0.441,1.262,-105.774,-7.446,-7.019,,,,,,,
-0.188,-0.482,1.24,-95.581,-6.287,-6.714,,,,,,,
-0.183,-0.503,1.237,-82.458,-2.93,-8.484,,,,,,,
-0.188,-0.513,1.197,-69.824,-1.465,-11.658,,,,,,,
-0.195,-0.528,1.144,-57.922,-2.197,-13.245,,,,,,,
-0.193,-0.53,1.094,-45.593,-4.333,-12.329,,,,,,,
-0.208,-0.532,1.033,-35.034,-10.193,-9.583,,,,,,,
-0.211,-0.539,0.962,-27.832,-18.982,-7.019,,,,,,,
-0.211,-0.553,0.899,-22.339,-26.306,-5.798,,,,,,,
-0.207,-0.571,0.849,-17.212,-29.968,-5.127,,,,,,,
-0.206,-0.589,0.813,-12.085,-30.212,-5.005,,,,,,,
-0.208,-0.61,0.781,-6.531,-26.062,-5.127,,,,,,,
-0.217,-0.62,0.763,0.488,-17.395,-4.822,,,,,,,
-0.24,-0.62,0.747,7.874,-6.531,-4.456,,,,,,,
-0.26,-0.611,0.736,14.038,2.747,-4.089,,,,,,,
-0.264,-0.593,0.718,17.334,8.728,-3.967,,,,,,,
-0.28,-0.57,0.693,16.541,10.62,-4.333,,,,,,,
-0.292,-0.571,0.696,12.329,9.583,-5.249,,,,,,,
-0.31,-0.604,0.709,6.714,5.554,-6.348,,,,,,,
-0.31,-0.637,0.722,2.441,-0.854,-6.409,,,,,,,
-0.303,-0.653,0.719,1.099,-6.348,-5.432,,,,,,,
-0.293,-0.652,0.715,2.014,-9.888,-3.845,,,,,,,
-0.282,-0.656,0.717,4.028,-10.071,-1.648,,,,,,,
-0.276,-0.654,0.725,7.141,-7.019,1.16,,,,,,,
-0.27,-0.647,0.743,10.803,-3.357,2.93,,,,,,,
-0.264,-0.628,0.74,13.916,0.183,3.723,,,,,,,
-0.27,-0.606,0.734,16.357,3.723,4.639,,,,,,,
-0.27,-0.587,0.733,16.724,5.859,5.371,,,,,,,
-0.268,-0.587,0.726,13.916,5.615,4.7,,,,,,,
-0.27,-0.607,0.732,9.888,2.258,3.296,,,,,,,
-0.258,-0.632,0.73,6.775,-1.709,2.136,,,,,,,
-0.239,-0.662,0.725,6.042,-4.761,1.343,,,,,,,
-0.236,-0.7,0.74,8.789,-6.104,2.686,,,,,,,
-0.229,-0.718,0.749,15.198,-3.845,5.615,,,,,,,
-0.235,-0.71,0.755,24.597,1.892,8.545,,,,,,,
-0.232,-0.69,0.752,34.302,9.033,10.132,,,,,,,
-0.261,-0.614,0.737,39.551,13.306,11.353,,,,,,,
-0.266,-0.579,0.715,37.292,14.771,10.62,,,,,,,
-0.267,-0.587,0.676,27.771,13.733,7.629,,,,,,,
-0.27,-0.62,0.677,18.311,8.423,4.089,,,,,,,
-0.264,-0.662,0.68,11.047,3.113,1.282,,,,,,,
-0.248,-0.703,0.678,7.019,-1.038,-0.732,,,,,,,
-0.236,-0.723,0.668,7.08,-2.686,-0.916,,,,,,,
-0.236,-0.722,0.672,9.827,-2.136,0.061,,,,,,,
-0.24,-0.727,0.675,13.733,0.549,1.282,,,,,,,
-0.246,-0.694,0.668,18.494,4.7,3.418,,,,,,,
-0.264,-0.657,0.665,21.484,6.775,5.188,,,,,,,
-0.276,-0.63,0.664,20.142,4.883,5.493,,,,,,,
-0.284,-0.619,0.664,15.625,1.099,5.31,,,,,,,
-0.281,-0.624,0.663,10.376,-3.052,5.249,,,,,,,
-0.262,-0.639,0.658,5.554,-6.958,5.005,,,,,,,
-0.24,-0.669,0.661,2.686,-10.437,4.578,,,,,,,
-0.222,-0.695,0.67,2.502,-10.925,4.761,,,,,,,
-0.204,-0.7,0.661,5.249,-8.667,5.493,,,,,,,
-0.202,-0.688,0.663,9.094,-5.249,5.92,,,,,,,
-0.209,-0.683,0.662,11.963,-2.258,6.104,,,,,,,
-0.221,-0.677,0.672,13.977,0.732,5.981,,,,,,,
-0.233,-0.67,0.684,15.015,2.075,5.554,,,,,,,
-0.238,-0.666,0.685,14.099,0.916,4.578,,,,,,,
-0.234,-0.664,0.672,12.268,-1.16,3.479,,,,,,,
-0.227,-0.677,0.656,9.155,-2.319,1.953,,,,,,,
-0.223,-0.688,0.648,6.653,-2.625,-0.305,,,,,,,
-0.224,-0.704,0.644,4.822,-1.831,-1.709,,,,,,,
-0.229,-0.714,0.644,3.967,-0.793,-2.686,,,,,,,
-0.243,-0.725,0.651,4.639,-0.061,-2.686,,,,,,,
-0.255,-0.727,0.655,5.981,0.732,-1.587,,,,,,,
-0.264,-0.724,0.662,7.507,1.404,-0.305,,,,,,,
-0.265,-0.708,0.657,8.484,1.648,0.916,,,,,,,
-0.269,-0.7,0.653,8.057,1.16,1.77,,,,,,,
-0.268,-0.698,0.658,6.47,-0.122,1.892,,,,,,,
